Project_ID,Project_Name,Location,Project_Type,Area_sqft,Estimated_Budget_INR,Actual_Cost_INR,Material_Cost_INR,Labour_Cost_INR,Equipment_Cost_INR,Other_Cost_INR,Expected_Duration_Days,Actual_Duration_Days,Delay_Days,Contractor,Project_Status,Start_Date,Expected_End_Date,Actual_End_Date,Budget_Variance_INR,Budget_Overrun_Pct,Cost_Per_Sqft_INR
P0503,Metro Mall,Ahmedabad,Commercial,55106,193235000,169501000,73413000,47457000,16592000,32039000,894,914,20,Sunrise Constructions,Completed,2022-01-23,2024-07-05,2024-07-25,-23734000,-12.28,3075.91
P0504,Galaxy Industrial Park,Pune,Commercial,86121,253140000,291233000,123685000,67337000,37203000,63008000,484,574,90,Shree BuildTech,Completed,2023-06-06,2024-10-02,2024-12-31,38093000,15.05,3381.67
P0505,Galaxy Mall,Ahmedabad,Industrial,30559,62567000,69961000,32154000,18039000,5346000,14422000,666,726,60,GreenStone Projects,Completed,2025-01-28,2026-11-25,2027-01-24,7394000,11.82,2289.37
P0506,Skyline Plaza,Ahmedabad,Commercial,110595,385575000,316172000,113526000,84504000,26765000,91377000,390,480,90,GreenStone Projects,Ongoing,2024-03-12,2025-04-06,2025-07-05,-69403000,-18.0,2858.83
P0507,Metro Heights,Vadodara,Residential,38742,100400000,94526000,37056000,24203000,11073000,22194000,593,683,90,MetroBuild,Completed,2025-04-18,2026-12-02,2027-03-02,-5874000,-5.85,2439.88
P0508,Sunrise Business Park,Pune,Residential,74669,181499000,207831000,97292000,40914000,23859000,45766000,858,948,90,Urban Infra,Ongoing,2025-05-31,2027-10-06,2028-01-04,26332000,14.51,2783.36
P0509,Silver Complex,Rajkot,Industrial,140044,265138000,217413000,92531000,50691000,28071000,46120000,656,716,60,GreenStone Projects,Ongoing,2024-02-01,2025-11-18,2026-01-17,-47725000,-18.0,1552.46
P0510,Crystal Heights,Rajkot,Infrastructure,75831,237631000,269290000,102923000,66615000,36357000,63395000,353,353,0,Apex Developers,Completed,2023-03-18,2024-03-05,2024-03-05,31659000,13.32,3551.19
P0511,Royal Residency,Vadodara,Industrial,117217,211670000,212316000,72405000,59849000,17046000,63016000,178,238,60,Royal Infra,Ongoing,2024-02-08,2024-08-04,2024-10-03,646000,0.31,1811.31
P0512,Urban Complex,Gandhinagar,Infrastructure,46873,133910000,158125000,57241000,36881000,11301000,52702000,370,415,45,Sunrise Constructions,Ongoing,2024-10-12,2025-10-17,2025-12-01,24215000,18.08,3373.48
P0513,Urban Residency,Ahmedabad,Commercial,111532,373873000,381299000,157474000,110672000,47728000,65425000,205,205,0,Sunrise Constructions,Completed,2025-09-10,2026-04-03,2026-04-03,7426000,1.99,3418.74
P0514,Sunrise Industrial Park,Ahmedabad,Industrial,131267,262923000,245400000,106726000,57140000,23095000,58439000,882,882,0,Patel Construction,Completed,2023-05-31,2025-10-29,2025-10-29,-17523000,-6.66,1869.47
P0515,Shree Industrial Park,Ahmedabad,Residential,145975,331031000,349890000,118930000,86022000,42014000,102924000,509,629,120,Royal Infra,Completed,2024-11-05,2026-03-29,2026-07-27,18859000,5.7,2396.92
P0516,Green Valley Business Park,Pune,Commercial,139092,464625000,472223000,196414000,130123000,38743000,106943000,299,359,60,Patel Construction,Ongoing,2024-03-02,2024-12-26,2025-02-24,7598000,1.64,3395.04
P0517,Crystal Plaza,Mumbai,Residential,46755,121194000,111825000,45631000,27953000,12024000,26217000,838,868,30,Patel Construction,Ongoing,2022-12-02,2025-03-19,2025-04-18,-9369000,-7.73,2391.72
P0518,Sunrise Business Park,Ahmedabad,Commercial,90956,265156000,341044000,137179000,100685000,37636000,65544000,268,283,15,Royal Infra,Completed,2022-09-15,2023-06-10,2023-06-25,75888000,28.62,3749.55
P0519,Shree Complex,Rajkot,Industrial,91988,192348000,173780000,74798000,45051000,20299000,33632000,702,717,15,Shree BuildTech,Completed,2023-05-12,2025-04-13,2025-04-28,-18568000,-9.65,1889.16
P0520,Shree Business Park,Rajkot,Infrastructure,50648,128553000,105413000,47857000,25586000,11706000,20264000,240,360,120,Apex Developers,Completed,2024-06-14,2025-02-09,2025-06-09,-23140000,-18.0,2081.29
P0521,Urban Industrial Park,Gandhinagar,Commercial,130991,410081000,496118000,184396000,90706000,54402000,166614000,884,971,87,Shree BuildTech,Delayed,2022-06-09,2024-11-09,2025-02-04,86037000,20.98,3787.42
P0522,Shree Heights,Surat,Infrastructure,145588,368300000,349875000,161727000,80348000,33804000,73996000,724,729,5,Apex Developers,Completed,2026-02-07,2028-02-01,2028-02-06,-18425000,-5.0,2403.19
P0523,Crystal Business Park,Ahmedabad,Commercial,120005,352132000,346634000,119832000,74842000,26238000,125722000,375,446,71,Sunrise Constructions,Delayed,2024-05-01,2025-05-11,2025-07-21,-5498000,-1.56,2888.5
P0524,Green Valley Heights,Gandhinagar,Residential,7396,19534000,19086000,6636000,5149000,1473000,5828000,885,890,5,GreenStone Projects,Completed,2023-11-21,2026-04-24,2026-04-29,-448000,-2.29,2580.58
P0525,Metro Heights,Pune,Residential,89082,209108000,198996000,72173000,40793000,20835000,65195000,428,428,0,GreenStone Projects,Ongoing,2023-01-15,2024-03-18,2024-03-18,-10112000,-4.84,2233.85
P0526,Skyline Plaza,Ahmedabad,Commercial,133322,423836000,393344000,133393000,80489000,38730000,140732000,178,268,90,Shree BuildTech,Ongoing,2024-08-14,2025-02-08,2025-05-09,-30492000,-7.19,2950.33
P0527,Green Valley Plaza,Vadodara,Infrastructure,137663,365172000,328794000,117330000,66660000,36592000,108212000,188,218,30,Shree BuildTech,Ongoing,2023-11-22,2024-05-28,2024-06-27,-36378000,-9.96,2388.4
P0528,Shree Industrial Park,Ahmedabad,Industrial,16303,31947000,32834000,11066000,6405000,3099000,12264000,565,685,120,Shree BuildTech,Completed,2025-12-21,2027-07-09,2027-11-06,887000,2.78,2013.99
P0529,Urban Plaza,Mumbai,Industrial,76719,150264000,146021000,65926000,31733000,18257000,30105000,507,527,20,Urban Infra,Ongoing,2025-07-15,2026-12-04,2026-12-24,-4243000,-2.82,1903.32
P0530,Skyline Complex,Pune,Residential,104616,246530000,273067000,93453000,78182000,37988000,63444000,205,210,5,MetroBuild,Completed,2025-12-11,2026-07-04,2026-07-09,26537000,10.76,2610.18
P0531,Urban Residency,Ahmedabad,Industrial,129165,238853000,257465000,113173000,70286000,24178000,49828000,346,391,45,Royal Infra,Completed,2025-04-06,2026-03-18,2026-05-02,18612000,7.79,1993.3
P0532,Crystal Complex,Ahmedabad,Residential,91231,239688000,217804000,71367000,58422000,18609000,69406000,712,757,45,Apex Developers,Ongoing,2024-12-02,2026-11-14,2026-12-29,-21884000,-9.13,2387.39
P0533,Sunrise Industrial Park,Vadodara,Industrial,12314,23030000,23791000,11224000,6559000,1886000,4122000,745,858,113,GreenStone Projects,Delayed,2022-10-12,2024-10-26,2025-02-16,761000,3.3,1932.03
P0534,Silver Plaza,Rajkot,Commercial,24623,79469000,77074000,33434000,16365000,9195000,18080000,303,303,0,Apex Developers,Ongoing,2023-02-01,2023-12-01,2023-12-01,-2395000,-3.01,3130.16
P0535,Royal Business Park,Gandhinagar,Residential,110228,254581000,229378000,73650000,65715000,24201000,65812000,441,461,20,Shree BuildTech,Completed,2022-01-12,2023-03-29,2023-04-18,-25203000,-9.9,2080.94
P0536,Crystal Heights,Ahmedabad,Residential,102624,264299000,291451000,128885000,57263000,24785000,80518000,437,447,10,Urban Infra,Ongoing,2025-08-18,2026-10-29,2026-11-08,27152000,10.27,2839.99
P0537,Silver Complex,Gandhinagar,Commercial,116785,369018000,371026000,149246000,81760000,45358000,94662000,685,705,20,Shree BuildTech,Ongoing,2025-06-30,2027-05-16,2027-06-05,2008000,0.54,3177.0
P0538,Green Valley Business Park,Ahmedabad,Residential,91206,221739000,215329000,95756000,53920000,17631000,48022000,518,638,120,Apex Developers,Delayed,2023-05-14,2024-10-13,2025-02-10,-6410000,-2.89,2360.91
P0539,Galaxy Plaza,Surat,Industrial,74274,134874000,123724000,49935000,23798000,14147000,35844000,828,955,127,MetroBuild,Delayed,2024-01-24,2026-05-01,2026-09-05,-11150000,-8.27,1665.78
P0540,Crystal Enclave,Surat,Industrial,138541,294101000,263705000,111432000,70572000,29580000,52121000,412,412,0,GreenStone Projects,Ongoing,2022-02-04,2023-03-23,2023-03-23,-30396000,-10.34,1903.44
P0541,Metro Business Park,Gandhinagar,Residential,58947,136398000,171678000,76536000,38880000,22102000,34160000,412,502,90,MetroBuild,Completed,2023-12-28,2025-02-12,2025-05-13,35280000,25.87,2912.41
P0542,Shree Plaza,Ahmedabad,Industrial,53874,109481000,116060000,44662000,31815000,8636000,30947000,604,609,5,Royal Infra,Ongoing,2024-04-28,2025-12-23,2025-12-28,6579000,6.01,2154.29
P0543,Shree Plaza,Ahmedabad,Infrastructure,54708,152271000,135379000,43380000,32376000,19092000,40531000,566,571,5,Sunrise Constructions,Ongoing,2022-03-31,2023-10-18,2023-10-23,-16892000,-11.09,2474.57
P0544,Shree Mall,Ahmedabad,Residential,79553,180496000,190341000,86794000,38393000,24029000,41125000,811,899,88,Urban Infra,Delayed,2024-02-15,2026-05-06,2026-08-02,9845000,5.45,2392.63
P0545,Green Valley Business Park,Gandhinagar,Commercial,73344,252524000,289757000,110381000,77705000,25293000,76378000,531,531,0,MetroBuild,Completed,2023-08-28,2025-02-09,2025-02-09,37233000,14.74,3950.66
P0546,Sunrise Mall,Ahmedabad,Infrastructure,54138,147553000,153470000,61291000,32268000,12995000,46916000,627,717,90,Urban Infra,Completed,2024-08-27,2026-05-16,2026-08-14,5917000,4.01,2834.79
P0547,Crystal Mall,Ahmedabad,Residential,52638,137744000,163210000,52430000,38990000,17061000,54729000,853,883,30,Shree BuildTech,Completed,2024-10-18,2027-02-18,2027-03-20,25466000,18.49,3100.61
P0548,Metro Plaza,Rajkot,Commercial,83249,293398000,244947000,97669000,46311000,33167000,67800000,363,483,120,Sunrise Constructions,Ongoing,2023-02-22,2024-02-20,2024-06-19,-48451000,-16.51,2942.34
P0549,Metro Mall,Surat,Industrial,110865,229425000,188128000,89895000,47812000,25856000,24565000,539,622,83,Apex Developers,Delayed,2022-04-25,2023-10-16,2024-01-07,-41297000,-18.0,1696.91
P0550,Galaxy Enclave,Ahmedabad,Commercial,7719,22421000,23570000,8592000,6126000,2631000,6221000,273,288,15,MetroBuild,Completed,2023-09-09,2024-06-08,2024-06-23,1149000,5.12,3053.5
P0551,Sunrise Business Park,Surat,Infrastructure,47534,142841000,150437000,57658000,33915000,20890000,37974000,543,603,60,MetroBuild,Ongoing,2025-05-04,2026-10-29,2026-12-28,7596000,5.32,3164.83
P0552,Crystal Business Park,Vadodara,Industrial,97241,183002000,150062000,64519000,44198000,10570000,30775000,392,392,0,Patel Construction,Ongoing,2024-04-05,2025-05-02,2025-05-02,-32940000,-18.0,1543.2
P0553,Crystal Residency,Surat,Residential,131209,343942000,325084000,146407000,92617000,23671000,62389000,766,766,0,GreenStone Projects,Ongoing,2025-01-03,2027-02-08,2027-02-08,-18858000,-5.48,2477.6
P0554,Skyline Plaza,Pune,Industrial,97124,191982000,172584000,66752000,45727000,24670000,35435000,639,659,20,Apex Developers,Completed,2023-02-17,2024-11-17,2024-12-07,-19398000,-10.1,1776.94
P0555,Galaxy Mall,Surat,Residential,96659,251329000,214375000,79222000,56946000,28303000,49904000,247,349,102,MetroBuild,Delayed,2025-10-31,2026-07-05,2026-10-15,-36954000,-14.7,2217.85
P0556,Royal Mall,Ahmedabad,Residential,80713,195624000,175802000,82636000,36969000,18645000,37552000,492,522,30,MetroBuild,Completed,2025-12-14,2027-04-20,2027-05-20,-19822000,-10.13,2178.11
P0557,Metro Enclave,Ahmedabad,Commercial,80418,261894000,285856000,122444000,73985000,37244000,52183000,687,702,15,Apex Developers,Ongoing,2023-12-30,2025-11-16,2025-12-01,23962000,9.15,3554.63
P0558,Galaxy Mall,Vadodara,Commercial,133232,397251000,356696000,120935000,72689000,52239000,110833000,757,817,60,Sunrise Constructions,Completed,2025-07-24,2027-08-20,2027-10-19,-40555000,-10.21,2677.25
P0559,Silver Business Park,Ahmedabad,Commercial,149059,511560000,461440000,152750000,91033000,60803000,156854000,278,308,30,Urban Infra,Completed,2024-10-17,2025-07-22,2025-08-21,-50120000,-9.8,3095.69
P0560,Sunrise Enclave,Ahmedabad,Infrastructure,36575,101618000,83910000,33343000,25168000,11528000,13871000,690,774,84,Apex Developers,Delayed,2024-01-31,2025-12-21,2026-03-15,-17708000,-17.43,2294.19
P0561,Skyline Business Park,Vadodara,Infrastructure,68852,194717000,228261000,81082000,58135000,29868000,59176000,689,734,45,Urban Infra,Completed,2023-11-07,2025-09-26,2025-11-10,33544000,17.23,3315.24
P0562,Sunrise Enclave,Mumbai,Commercial,137079,470552000,504505000,181943000,116903000,42104000,163555000,771,891,120,Sunrise Constructions,Completed,2025-11-18,2027-12-29,2028-04-27,33953000,7.22,3680.4
P0563,Shree Mall,Gandhinagar,Infrastructure,81242,234699000,192453000,88611000,41297000,26306000,36239000,295,295,0,Sunrise Constructions,Ongoing,2023-04-02,2024-01-22,2024-01-22,-42246000,-18.0,2368.89
P0564,Urban Complex,Mumbai,Industrial,34257,61459000,55444000,18537000,13998000,4746000,18163000,739,739,0,Royal Infra,Ongoing,2024-07-08,2026-07-17,2026-07-17,-6015000,-9.79,1618.47
P0565,Silver Enclave,Ahmedabad,Industrial,149353,292242000,316621000,137559000,58876000,44773000,75413000,330,450,120,Shree BuildTech,Ongoing,2022-07-11,2023-06-06,2023-10-04,24379000,8.34,2119.95
P0566,Shree Complex,Surat,Infrastructure,66246,183574000,215473000,78299000,41233000,22989000,72952000,566,611,45,Patel Construction,Completed,2024-01-09,2025-07-28,2025-09-11,31899000,17.38,3252.62
P0567,Green Valley Mall,Ahmedabad,Infrastructure,6435,18077000,20263000,8949000,3727000,2516000,5071000,705,795,90,Sunrise Constructions,Completed,2025-01-27,2027-01-02,2027-04-02,2186000,12.09,3148.87
P0568,Galaxy Industrial Park,Ahmedabad,Industrial,96357,165911000,162148000,70629000,38899000,17800000,34820000,286,296,10,Royal Infra,Completed,2024-09-04,2025-06-17,2025-06-27,-3763000,-2.27,1682.78
P0569,Shree Business Park,Mumbai,Residential,141156,320551000,262852000,84424000,66258000,20376000,91794000,579,624,45,Royal Infra,Completed,2024-10-05,2026-05-07,2026-06-21,-57699000,-18.0,1862.14
P0570,Galaxy Business Park,Surat,Industrial,149579,273352000,307365000,123395000,57630000,28664000,97676000,476,550,74,Royal Infra,Delayed,2022-04-06,2023-07-26,2023-10-08,34013000,12.44,2054.87
P0571,Crystal Heights,Rajkot,Industrial,88807,178326000,175539000,60085000,46789000,26102000,42563000,423,438,15,Sunrise Constructions,Completed,2023-10-25,2024-12-21,2025-01-05,-2787000,-1.56,1976.63
P0572,Green Valley Business Park,Gandhinagar,Infrastructure,120953,305658000,314297000,144135000,65263000,46157000,58742000,352,442,90,Urban Infra,Completed,2025-04-28,2026-04-15,2026-07-14,8639000,2.83,2598.51
P0573,Galaxy Heights,Vadodara,Industrial,143563,270023000,269675000,123903000,70715000,25791000,49266000,446,446,0,Sunrise Constructions,Completed,2022-02-06,2023-04-28,2023-04-28,-348000,-0.13,1878.44
P0574,Royal Heights,Surat,Infrastructure,128797,397880000,341117000,131990000,101594000,51066000,56467000,301,361,60,Apex Developers,Completed,2025-10-24,2026-08-21,2026-10-20,-56763000,-14.27,2648.49
P0575,Green Valley Industrial Park,Gandhinagar,Infrastructure,68888,178345000,189707000,74195000,49880000,26112000,39520000,753,773,20,Shree BuildTech,Ongoing,2022-10-06,2024-10-28,2024-11-17,11362000,6.37,2753.85
P0576,Skyline Plaza,Gandhinagar,Commercial,78609,254973000,267001000,98397000,76358000,31740000,60506000,453,468,15,Shree BuildTech,Ongoing,2022-08-05,2023-11-01,2023-11-16,12028000,4.72,3396.57
P0577,Urban Heights,Ahmedabad,Industrial,14077,28700000,27808000,12087000,8170000,2036000,5515000,834,879,45,Apex Developers,Completed,2024-05-16,2026-08-28,2026-10-12,-892000,-3.11,1975.42
P0578,Sunrise Complex,Ahmedabad,Residential,25953,68974000,74253000,28022000,17703000,10553000,17975000,148,168,20,MetroBuild,Completed,2024-05-22,2024-10-17,2024-11-06,5279000,7.65,2861.06
P0579,Shree Mall,Ahmedabad,Commercial,119682,407605000,348551000,126471000,92115000,39942000,90023000,833,953,120,Sunrise Constructions,Completed,2025-07-20,2027-10-31,2028-02-28,-59054000,-14.49,2912.31
P0580,Shree Enclave,Rajkot,Infrastructure,72889,216033000,213380000,83038000,60224000,29762000,40356000,212,302,90,GreenStone Projects,Ongoing,2022-03-03,2022-10-01,2022-12-30,-2653000,-1.23,2927.47
P0581,Skyline Industrial Park,Vadodara,Infrastructure,120374,364627000,373063000,124841000,83116000,51018000,114088000,807,927,120,Patel Construction,Ongoing,2023-08-19,2025-11-03,2026-03-03,8436000,2.31,3099.2
P0582,Galaxy Industrial Park,Gandhinagar,Residential,29860,71532000,58656000,25777000,12398000,8015000,12466000,449,454,5,Royal Infra,Completed,2023-12-30,2025-03-23,2025-03-28,-12876000,-18.0,1964.37
P0583,Skyline Heights,Ahmedabad,Infrastructure,82475,248778000,252049000,81164000,74000000,31721000,65164000,842,862,20,Sunrise Constructions,Completed,2025-09-27,2028-01-17,2028-02-06,3271000,1.31,3056.07
P0584,Galaxy Heights,Pune,Industrial,92266,158082000,175161000,74114000,46795000,16345000,37907000,303,303,0,Shree BuildTech,Ongoing,2023-02-01,2023-12-01,2023-12-01,17079000,10.8,1898.43
P0585,Crystal Enclave,Mumbai,Commercial,105732,373328000,367210000,128251000,75778000,35580000,127601000,214,283,69,Patel Construction,Delayed,2023-11-30,2024-07-01,2024-09-08,-6118000,-1.64,3473.03
P0586,Crystal Residency,Ahmedabad,Infrastructure,32083,89610000,91035000,32516000,21292000,8619000,28608000,768,812,44,GreenStone Projects,Delayed,2024-11-08,2026-12-16,2027-01-29,1425000,1.59,2837.48
P0587,Green Valley Industrial Park,Gandhinagar,Infrastructure,62372,178439000,194049000,81831000,53475000,13895000,44848000,868,868,0,MetroBuild,Completed,2022-06-26,2024-11-10,2024-11-10,15610000,8.75,3111.16
P0588,Crystal Complex,Ahmedabad,Residential,128786,295510000,287668000,137756000,70665000,33544000,45703000,472,477,5,Urban Infra,Completed,2023-01-31,2024-05-17,2024-05-22,-7842000,-2.65,2233.69
P0589,Shree Industrial Park,Rajkot,Industrial,12813,25887000,25480000,11324000,6574000,3208000,4374000,384,414,30,Urban Infra,Completed,2023-03-21,2024-04-08,2024-05-08,-407000,-1.57,1988.61
P0590,Royal Enclave,Ahmedabad,Infrastructure,36598,93955000,82567000,29405000,22330000,11420000,19412000,766,796,30,GreenStone Projects,Ongoing,2025-06-10,2027-07-16,2027-08-15,-11388000,-12.12,2256.05
P0591,Crystal Mall,Gandhinagar,Residential,98106,257111000,261792000,91147000,66663000,21261000,82721000,775,879,104,Sunrise Constructions,Delayed,2022-03-17,2024-04-30,2024-08-12,4681000,1.82,2668.46
P0592,Crystal Business Park,Gandhinagar,Infrastructure,32082,97212000,95250000,43681000,23318000,10814000,17437000,138,168,30,Sunrise Constructions,Completed,2022-09-22,2023-02-07,2023-03-09,-1962000,-2.02,2968.95
P0593,Sunrise Residency,Surat,Residential,34241,77867000,84088000,32884000,22700000,5940000,22564000,862,862,0,Patel Construction,Completed,2023-03-31,2025-08-09,2025-08-09,6221000,7.99,2455.77
P0594,Shree Enclave,Rajkot,Residential,16745,43325000,47121000,16112000,12596000,3657000,14756000,765,765,0,Patel Construction,Completed,2023-12-19,2026-01-22,2026-01-22,3796000,8.76,2814.03
P0595,Green Valley Residency,Vadodara,Industrial,31029,63259000,70530000,32299000,18026000,5243000,14962000,745,865,120,MetroBuild,Completed,2024-01-05,2026-01-19,2026-05-19,7271000,11.49,2273.03
P0596,Sunrise Residency,Ahmedabad,Infrastructure,149097,433790000,416008000,187443000,92842000,53265000,82458000,618,623,5,Sunrise Constructions,Completed,2025-11-08,2027-07-19,2027-07-24,-17782000,-4.1,2790.18
P0597,Galaxy Industrial Park,Gandhinagar,Industrial,128395,239602000,196474000,93802000,44933000,15027000,42712000,258,378,120,Shree BuildTech,Ongoing,2024-04-30,2025-01-13,2025-05-13,-43128000,-18.0,1530.23
P0598,Silver Complex,Mumbai,Residential,94186,216943000,240589000,112008000,71323000,30631000,26627000,756,801,45,Urban Infra,Completed,2025-10-22,2027-11-17,2028-01-01,23646000,10.9,2554.4
P0599,Silver Plaza,Ahmedabad,Commercial,142612,433993000,465125000,212230000,89995000,41847000,121053000,835,835,0,MetroBuild,Completed,2022-05-24,2024-09-05,2024-09-05,31132000,7.17,3261.47
P0600,Sunrise Heights,Mumbai,Infrastructure,102768,279145000,263447000,86519000,55909000,36940000,84079000,692,707,15,Royal Infra,Ongoing,2024-06-03,2026-04-26,2026-05-11,-15698000,-5.62,2563.51
P0601,Galaxy Mall,Ahmedabad,Commercial,46846,164715000,178978000,60263000,42792000,24171000,51752000,881,901,20,Patel Construction,Completed,2024-12-28,2027-05-28,2027-06-17,14263000,8.66,3820.56
P0602,Skyline Plaza,Vadodara,Infrastructure,80932,207819000,175850000,72281000,49310000,25784000,28475000,644,674,30,Royal Infra,Completed,2025-01-27,2026-11-02,2026-12-02,-31969000,-15.38,2172.81
P0603,Green Valley Business Park,Ahmedabad,Industrial,28411,58426000,66818000,27064000,13340000,9401000,17013000,374,394,20,Shree BuildTech,Completed,2023-01-31,2024-02-09,2024-02-29,8392000,14.36,2351.84
P0604,Royal Industrial Park,Gandhinagar,Industrial,83797,155513000,152397000,59934000,32496000,22047000,37920000,204,271,67,Sunrise Constructions,Delayed,2024-11-14,2025-06-06,2025-08-12,-3116000,-2.0,1818.65
P0605,Galaxy Mall,Surat,Industrial,57307,110490000,101709000,39004000,19111000,14107000,29487000,577,592,15,Apex Developers,Ongoing,2024-08-05,2026-03-05,2026-03-20,-8781000,-7.95,1774.81
P0606,Green Valley Enclave,Vadodara,Industrial,139165,284188000,268670000,104511000,71122000,33710000,59327000,651,661,10,Patel Construction,Completed,2024-06-09,2026-03-22,2026-04-01,-15518000,-5.46,1930.59
P0607,Shree Plaza,Surat,Industrial,27042,56238000,55801000,22939000,11639000,4666000,16557000,681,801,120,MetroBuild,Ongoing,2026-02-01,2027-12-14,2028-04-12,-437000,-0.78,2063.49
P0608,Silver Enclave,Ahmedabad,Commercial,57930,180900000,184257000,59023000,41760000,16903000,66571000,795,855,60,Apex Developers,Completed,2025-03-20,2027-05-24,2027-07-23,3357000,1.86,3180.68
P0609,Galaxy Heights,Pune,Industrial,102883,195792000,200842000,72647000,46845000,17477000,63873000,211,216,5,Shree BuildTech,Ongoing,2025-03-13,2025-10-10,2025-10-15,5050000,2.58,1952.14
P0610,Shree Enclave,Rajkot,Residential,38756,92195000,89286000,35976000,25621000,10561000,17128000,719,719,0,Royal Infra,Ongoing,2023-07-23,2025-07-11,2025-07-11,-2909000,-3.16,2303.8
P0611,Galaxy Residency,Ahmedabad,Residential,58268,126267000,131826000,57417000,30236000,14539000,29634000,188,269,81,GreenStone Projects,Delayed,2024-11-28,2025-06-04,2025-08-24,5559000,4.4,2262.41
P0612,Sunrise Mall,Ahmedabad,Commercial,53901,166465000,169960000,59123000,33555000,23687000,53595000,156,186,30,Urban Infra,Completed,2022-04-19,2022-09-22,2022-10-22,3495000,2.1,3153.19
P0613,Green Valley Heights,Mumbai,Infrastructure,104986,294261000,277280000,112992000,67356000,40542000,56390000,884,1025,141,GreenStone Projects,Delayed,2024-12-01,2027-05-04,2027-09-22,-16981000,-5.77,2641.11
P0614,Urban Complex,Ahmedabad,Residential,133386,317066000,293038000,127270000,86609000,30004000,49155000,883,1014,131,GreenStone Projects,Delayed,2025-04-24,2027-09-24,2028-02-02,-24028000,-7.58,2196.92
P0615,Shree Industrial Park,Vadodara,Infrastructure,10626,31503000,34433000,13468000,8709000,3805000,8451000,259,348,89,GreenStone Projects,Delayed,2024-07-23,2025-04-08,2025-07-06,2930000,9.3,3240.45
P0616,Galaxy Heights,Vadodara,Commercial,143496,452142000,489633000,158804000,145914000,72329000,112586000,799,809,10,Shree BuildTech,Ongoing,2023-02-02,2025-04-11,2025-04-21,37491000,8.29,3412.17
P0617,Crystal Plaza,Ahmedabad,Infrastructure,17857,50383000,51736000,20274000,14534000,4765000,12163000,685,690,5,Urban Infra,Completed,2025-05-31,2027-04-16,2027-04-21,1353000,2.69,2897.24
P0618,Crystal Enclave,Gandhinagar,Infrastructure,138052,384425000,434748000,159740000,80131000,57992000,136885000,297,297,0,Shree BuildTech,Completed,2023-09-26,2024-07-19,2024-07-19,50323000,13.09,3149.16
P0619,Metro Business Park,Ahmedabad,Infrastructure,31431,93546000,76708000,35956000,19868000,6752000,14132000,737,797,60,GreenStone Projects,Completed,2025-03-02,2027-03-09,2027-05-08,-16838000,-18.0,2440.52
P0620,Shree Industrial Park,Vadodara,Infrastructure,89976,274570000,261465000,88882000,56061000,32557000,83965000,256,271,15,Patel Construction,Completed,2025-04-01,2025-12-13,2025-12-28,-13105000,-4.77,2905.94
P0621,Crystal Heights,Vadodara,Commercial,87711,285451000,251551000,106757000,62172000,22712000,59910000,309,319,10,GreenStone Projects,Ongoing,2025-05-23,2026-03-28,2026-04-07,-33900000,-11.88,2867.95
P0622,Urban Residency,Ahmedabad,Residential,31385,80874000,104388000,34285000,22289000,14687000,33127000,759,759,0,Patel Construction,Ongoing,2024-01-03,2026-01-31,2026-01-31,23514000,29.07,3326.05
P0623,Urban Mall,Ahmedabad,Industrial,23639,43355000,47933000,18760000,10635000,5508000,13030000,461,527,66,MetroBuild,Delayed,2022-08-23,2023-11-27,2024-02-01,4578000,10.56,2027.71
P0624,Silver Plaza,Surat,Infrastructure,90530,258326000,261042000,106671000,75906000,22156000,56309000,678,698,20,GreenStone Projects,Completed,2023-10-20,2025-08-28,2025-09-17,2716000,1.05,2883.49
P0625,Urban Heights,Ahmedabad,Residential,26563,62218000,69323000,25488000,14197000,6097000,23541000,124,139,15,Apex Developers,Completed,2024-01-21,2024-05-24,2024-06-08,7105000,11.42,2609.76
P0626,Metro Complex,Ahmedabad,Residential,120672,287042000,331233000,130112000,94366000,36273000,70482000,376,496,120,Shree BuildTech,Ongoing,2023-08-11,2024-08-21,2024-12-19,44191000,15.4,2744.9
P0627,Galaxy Enclave,Ahmedabad,Commercial,141848,481662000,555200000,192193000,101965000,81575000,179467000,781,871,90,GreenStone Projects,Completed,2024-10-29,2026-12-19,2027-03-19,73538000,15.27,3914.05
P0628,Skyline Industrial Park,Gandhinagar,Residential,144783,380130000,429777000,158442000,82047000,56546000,132742000,362,407,45,Shree BuildTech,Completed,2025-01-02,2025-12-30,2026-02-13,49647000,13.06,2968.42
P0629,Shree Complex,Vadodara,Commercial,87970,260878000,257877000,108148000,72866000,28125000,48738000,839,984,145,Royal Infra,Delayed,2024-08-11,2026-11-28,2027-04-22,-3001000,-1.15,2931.42
P0630,Galaxy Complex,Ahmedabad,Infrastructure,90553,263594000,253007000,93179000,64685000,24546000,70597000,534,594,60,GreenStone Projects,Ongoing,2023-05-07,2024-10-22,2024-12-21,-10587000,-4.02,2794.02
P0631,Sunrise Mall,Vadodara,Infrastructure,87879,252969000,228820000,106163000,61706000,26072000,34879000,746,756,10,Apex Developers,Completed,2024-07-01,2026-07-17,2026-07-27,-24149000,-9.55,2603.81
P0632,Crystal Enclave,Mumbai,Industrial,141727,249368000,269391000,113291000,55260000,34986000,65854000,826,928,102,GreenStone Projects,Delayed,2025-06-30,2027-10-04,2028-01-14,20023000,8.03,1900.77
